ds,yhat
2018-07-05 00:03:30,10.639905232242644
2018-07-05 00:13:30,10.26992097093289
2018-07-05 00:23:30,9.939709742152091
2018-07-05 00:33:30,9.648154910772924
2018-07-05 00:43:30,9.39326863758225
2018-07-05 00:53:30,9.172297893722615
2018-07-05 01:03:30,8.981853391794921
2018-07-05 01:13:30,8.818057238525112
2018-07-05 01:23:30,8.67670455129709
2018-07-05 01:33:30,8.553433850867998
2018-07-05 01:43:30,8.443900785021075
2018-07-05 01:53:30,8.343949636987446
2018-07-05 02:03:30,8.24977714955888
2018-07-05 02:13:30,8.158083437048981
2018-07-05 02:23:30,8.066205159384777
2018-07-05 02:33:30,7.972226686207495
2018-07-05 02:43:30,7.875065659224235
2018-07-05 02:53:30,7.774530157715425
2018-07-05 03:03:30,7.671345549222616
2018-07-05 03:13:30,7.567150050642391
2018-07-05 03:23:30,7.464458993299424
2018-07-05 03:33:30,7.366598759716348
2018-07-05 03:43:30,7.277612303476479
2018-07-05 03:53:30,7.202139049162444
2018-07-05 04:03:30,7.145272774343461
2018-07-05 04:13:30,7.112401766803327
2018-07-05 04:23:30,7.109036116133119
2018-07-05 04:33:30,7.140627412945014
2018-07-05 04:43:30,7.212386386570145
2018-07-05 04:53:30,7.329104098927537
2018-07-05 05:03:30,7.49498222936584
2018-07-05 05:13:30,7.713477732057886
2018-07-05 05:23:30,7.987166736648318
2018-07-05 05:33:30,8.317631996565021
2018-07-05 05:43:30,8.705377500595807
2018-07-05 05:53:30,9.149773050095087
2018-07-05 06:03:30,9.649030722327275
2018-07-05 06:13:30,10.200214177094907
2018-07-05 06:23:30,10.799280791350814
2018-07-05 06:33:30,11.441155614622321
2018-07-05 06:43:30,12.11983518338678
2018-07-05 06:53:30,12.82851834070526
2018-07-05 07:03:30,13.559760384886593
2018-07-05 07:13:30,14.305646172165522
2018-07-05 07:23:30,15.057977219899207
2018-07-05 07:33:30,15.808467442261765
2018-07-05 07:43:30,16.54894186840901
2018-07-05 07:53:30,17.271532616153706
2018-07-05 08:03:30,17.968866457168108
2018-07-05 08:13:30,18.63423856044753
2018-07-05 08:23:30,19.261767415713656
2018-07-05 08:33:30,19.846526486821602
2018-07-05 08:43:30,20.38464884397311
2018-07-05 08:53:30,20.87340182357116
2018-07-05 09:03:30,21.311229664564962
2018-07-05 09:13:30,21.697763010562916
2018-07-05 09:23:30,22.033795165481298
2018-07-05 09:33:30,22.321225968940553
2018-07-05 09:43:30,22.56297512189179
2018-07-05 09:53:30,22.76286769906831
2018-07-05 10:03:30,22.92549540077355
2018-07-05 10:13:30,23.056057811948552
2018-07-05 10:23:30,23.160188517491086
2018-07-05 10:33:30,23.24377135970575
2018-07-05 10:43:30,23.31275239560607
2018-07-05 10:53:30,23.37295322124153
2018-07-05 11:03:30,23.429891263402524
2018-07-05 11:13:30,23.488612405013527
2018-07-05 11:23:30,23.553540914740648
2018-07-05 11:33:30,23.628351104702695
2018-07-05 11:43:30,23.715864461033405
2018-07-05 11:53:30,23.8179752003337
2018-07-05 12:03:30,23.935606326689275
2018-07-05 12:13:30,24.068697321156897
2018-07-05 12:23:30,24.21622362418209
2018-07-05 12:33:30,24.376247094332033
2018-07-05 12:43:30,24.54599567628821
2018-07-05 12:53:30,24.72196961926832
2018-07-05 13:03:30,24.900070775025736
2018-07-05 13:13:30,25.075750800950487
2018-07-05 13:23:30,25.244173519313662
2018-07-05 13:33:30,25.400386257796537
2018-07-05 13:43:30,25.539494723577523
2018-07-05 13:53:30,25.656835865784693
2018-07-05 14:03:30,25.74814324782048
2018-07-05 14:13:30,25.809699688217773
2018-07-05 14:23:30,25.838472328471205
2018-07-05 14:33:30,25.832225831444386
2018-07-05 14:43:30,25.78961009317836
2018-07-05 14:53:30,25.710219641476684
2018-07-05 15:03:30,25.594622770701115
2018-07-05 15:13:30,25.444359400607865
2018-07-05 15:23:30,25.261907614923167
2018-07-05 15:33:30,25.050619806403823
2018-07-05 15:43:30,24.814630300123532
