ds,yhat_upper
2018-07-05 11:23:30,24.84532154451579
2018-07-05 11:33:30,24.978807413951646
2018-07-05 11:43:30,24.9620600693247
2018-07-05 11:53:30,25.097162721564626
2018-07-05 12:03:30,25.298454242448244
2018-07-05 12:13:30,25.47490923462532
2018-07-05 12:23:30,25.460941205821598
2018-07-05 12:33:30,25.602211202159978
2018-07-05 12:43:30,25.880078287492676
2018-07-05 12:53:30,25.963548275101456
2018-07-05 13:03:30,26.166491906196782
2018-07-05 13:13:30,26.400184617155077
2018-07-05 13:23:30,26.51541208959265
2018-07-05 13:33:30,26.73276422883839
2018-07-05 13:43:30,26.855665318965805
2018-07-05 13:53:30,26.975528974271487
2018-07-05 14:03:30,27.16585892789239
2018-07-05 14:13:30,27.1093369556947
2018-07-05 14:23:30,27.201925197252756
2018-07-05 14:33:30,27.210821908135376
2018-07-05 14:43:30,27.165243932774455
2018-07-05 14:53:30,27.04077375318253
2018-07-05 15:03:30,27.06993772267248
2018-07-05 15:13:30,26.663869027822432
2018-07-05 15:23:30,26.601356253492547
2018-07-05 15:33:30,26.381259873373203
2018-07-05 15:43:30,26.135658323730254
2018-07-05 15:53:30,25.91239415711807
2018-07-05 16:03:30,25.699131260481735
2018-07-05 16:13:30,25.39011009736167
2018-07-05 16:23:30,25.114675502408193
2018-07-05 16:33:30,24.844184632789663
2018-07-05 16:43:30,24.60990899992164
2018-07-05 16:53:30,24.26842073333426
2018-07-05 17:03:30,24.028998914074165
2018-07-05 17:13:30,23.783664122469517
2018-07-05 17:23:30,23.66262762298816
2018-07-05 17:33:30,23.540440596609404
2018-07-05 17:43:30,23.456229759862442
2018-07-05 17:53:30,23.39911038045118
2018-07-05 18:03:30,23.31806635212137
2018-07-05 18:13:30,23.19014455920779
2018-07-05 18:23:30,23.20493585084831
2018-07-05 18:33:30,23.167626092034073
2018-07-05 18:43:30,23.248584315370596
2018-07-05 18:53:30,23.227923910320882
2018-07-05 19:03:30,23.378637382018677
2018-07-05 19:13:30,23.456128176786763
2018-07-05 19:23:30,23.485889702438975
2018-07-05 19:33:30,23.509120226992042
2018-07-05 19:43:30,23.39712517988622
2018-07-05 19:53:30,23.481809719234516
2018-07-05 20:03:30,23.327858285086023
2018-07-05 20:13:30,23.28010987305777
2018-07-05 20:23:30,23.17014769345623
2018-07-05 20:33:30,23.008727672300495
2018-07-05 20:43:30,22.730430758691647
2018-07-05 20:53:30,22.373434153090276
2018-07-05 21:03:30,22.137411688958508
2018-07-05 21:13:30,21.77202779772706
2018-07-05 21:23:30,21.347725911146732
2018-07-05 21:33:30,20.847101379026228
2018-07-05 21:43:30,20.296614012452245
2018-07-05 21:53:30,19.79720984994525
2018-07-05 22:03:30,19.21053922205901
2018-07-05 22:13:30,18.64702310252981
2018-07-05 22:23:30,17.957779357328988
2018-07-05 22:33:30,17.403766875101518
2018-07-05 22:43:30,16.853891553465438
2018-07-05 22:53:30,16.179236898946588
2018-07-05 23:03:30,15.54826574743495
2018-07-05 23:13:30,14.895830542974572
2018-07-05 23:23:30,14.474196776782303
2018-07-05 23:33:30,13.932520577408091
2018-07-05 23:43:30,13.427140557777289
2018-07-05 23:53:30,13.190767374881288
