ds,yhat_upper
2018-07-05 00:03:30,11.854419159002894
2018-07-05 00:13:30,11.45964460120691
2018-07-05 00:23:30,11.163434343897443
2018-07-05 00:33:30,10.807841568588284
2018-07-05 00:43:30,10.535825018874561
2018-07-05 00:53:30,10.268522344171073
2018-07-05 01:03:30,10.106649875020539
2018-07-05 01:13:30,10.064571111824803
2018-07-05 01:23:30,9.868475978355146
2018-07-05 01:33:30,9.763566807779643
2018-07-05 01:43:30,9.656893359091356
2018-07-05 01:53:30,9.513988444938851
2018-07-05 02:03:30,9.47929714433596
2018-07-05 02:13:30,9.345151481672888
2018-07-05 02:23:30,9.22225783743569
2018-07-05 02:33:30,9.20029547588476
2018-07-05 02:43:30,9.039791079130065
2018-07-05 02:53:30,8.989011549997876
2018-07-05 03:03:30,8.89739359518997
2018-07-05 03:13:30,8.727217361307389
2018-07-05 03:23:30,8.52777916811245
2018-07-05 03:33:30,8.581138186705257
2018-07-05 03:43:30,8.521143323669596
2018-07-05 03:53:30,8.447569522147747
2018-07-05 04:03:30,8.325166530469591
2018-07-05 04:13:30,8.323574184576962
2018-07-05 04:23:30,8.324371323666547
2018-07-05 04:33:30,8.279566644567895
2018-07-05 04:43:30,8.4393437229837
2018-07-05 04:53:30,8.471662809338815
2018-07-05 05:03:30,8.673603613160417
2018-07-05 05:13:30,8.91792788645314
2018-07-05 05:23:30,9.273354271457276
2018-07-05 05:33:30,9.526323187447368
2018-07-05 05:43:30,9.87428368401456
2018-07-05 05:53:30,10.336088334775857
2018-07-05 06:03:30,10.78385925316688
2018-07-05 06:13:30,11.347050301934171
2018-07-05 06:23:30,11.895948437444506
2018-07-05 06:33:30,12.68244753258616
2018-07-05 06:43:30,13.319836090571316
2018-07-05 06:53:30,14.008624146235771
2018-07-05 07:03:30,14.732739538576231
2018-07-05 07:13:30,15.589913284661137
2018-07-05 07:23:30,16.30336491844743
2018-07-05 07:33:30,17.029687698542865
2018-07-05 07:43:30,17.867921039342427
2018-07-05 07:53:30,18.488896660061105
2018-07-05 08:03:30,19.163778394432022
2018-07-05 08:13:30,19.852750717955608
2018-07-05 08:23:30,20.549504559399367
2018-07-05 08:33:30,21.049847034435466
2018-07-05 08:43:30,21.54473777684603
2018-07-05 08:53:30,22.188453459991692
2018-07-05 09:03:30,22.53809594147272
2018-07-05 09:13:30,23.010109001300933
2018-07-05 09:23:30,23.28791975718946
2018-07-05 09:33:30,23.608480357476406
2018-07-05 09:43:30,23.76284095742469
2018-07-05 09:53:30,24.098569884554063
2018-07-05 10:03:30,24.15664007215655
2018-07-05 10:13:30,24.303060326616844
2018-07-05 10:23:30,24.445749721813854
2018-07-05 10:33:30,24.52063666420242
2018-07-05 10:43:30,24.573207083361147
2018-07-05 10:53:30,24.61588172476886
2018-07-05 11:03:30,24.622365711483177
2018-07-05 11:13:30,24.813010521079782
