ds,yhat_lower
2018-07-04 22:00:50,16.14838766053585
2018-07-04 22:10:50,16.115249674508668
2018-07-04 22:20:50,16.076587737165656
2018-07-04 22:30:50,16.028188698978944
2018-07-04 22:40:50,15.974906474662987
2018-07-04 22:50:50,15.915082850103461
2018-07-04 23:00:50,15.860036933359034
2018-07-04 23:10:50,15.823913941525651
2018-07-04 23:20:50,15.76576024010165
2018-07-04 23:30:50,15.733730793713978
2018-07-04 23:40:50,15.675287410194535
2018-07-04 23:50:50,15.624691395647428
2018-07-05 00:00:50,15.599462845514566
2018-07-05 00:10:50,15.552420587575142
2018-07-05 00:20:50,15.530778591106829
2018-07-05 00:30:50,15.491170463000131
2018-07-05 00:40:50,15.462600797403699
2018-07-05 00:50:50,15.45420598406229
2018-07-05 01:00:50,15.431843727789563
2018-07-05 01:10:50,15.404427993726436
2018-07-05 01:20:50,15.367421430470941
2018-07-05 01:30:50,15.38918548181636
2018-07-05 01:40:50,15.370841521193343
2018-07-05 01:50:50,15.358055328706808
2018-07-05 02:00:50,15.36409652280696
2018-07-05 02:10:50,15.36395741155023
2018-07-05 02:20:50,15.33790485801926
2018-07-05 02:30:50,15.34106525641722
2018-07-05 02:40:50,15.333152507042042
2018-07-05 02:50:50,15.33444483348996
2018-07-05 03:00:50,15.347173236443641
2018-07-05 03:10:50,15.344822739243448
2018-07-05 03:20:50,15.348705034473141
2018-07-05 03:30:50,15.341335944336238
2018-07-05 03:40:50,15.350898869800227
2018-07-05 03:50:50,15.371702819532834
2018-07-05 04:00:50,15.36438506181325
2018-07-05 04:10:50,15.392500933682529
2018-07-05 04:20:50,15.401096602997733
2018-07-05 04:30:50,15.406415337599421
2018-07-05 04:40:50,15.452389292113597
2018-07-05 04:50:50,15.477616571579661
2018-07-05 05:00:50,15.523795019638742
2018-07-05 05:10:50,15.582923836023912
2018-07-05 05:20:50,15.634110309086612
2018-07-05 05:30:50,15.69220558821178
2018-07-05 05:40:50,15.760885669151776
2018-07-05 05:50:50,15.834234009077106
2018-07-05 06:00:50,15.88782890495112
2018-07-05 06:10:50,16.0011610750396
2018-07-05 06:20:50,16.091954166834785
2018-07-05 06:30:50,16.19943592244575
2018-07-05 06:40:50,16.2954083472605
2018-07-05 06:50:50,16.39675363493683
2018-07-05 07:00:50,16.508603857900464
2018-07-05 07:10:50,16.623505452852864
2018-07-05 07:20:50,16.740350543193202
2018-07-05 07:30:50,16.84067659116059
2018-07-05 07:40:50,16.953447985776325
2018-07-05 07:50:50,17.060886925854554
2018-07-05 08:00:50,17.135952789442705
2018-07-05 08:10:50,17.250014693351368
2018-07-05 08:20:50,17.309205814530618
2018-07-05 08:30:50,17.400935539970767
2018-07-05 08:40:50,17.466961820175538
2018-07-05 08:50:50,17.53751622257567
2018-07-05 09:00:50,17.594478989651403
2018-07-05 09:10:50,17.62432813238337
2018-07-05 09:20:50,17.695442639673825
2018-07-05 09:30:50,17.72866425625493
2018-07-05 09:40:50,17.755280865699078
2018-07-05 09:50:50,17.74604591410058
2018-07-05 10:00:50,17.758332893874908
2018-07-05 10:10:50,17.76978238491382
2018-07-05 10:20:50,17.77348436948098
2018-07-05 10:30:50,17.772441216015054
2018-07-05 10:40:50,17.74183705918886
2018-07-05 10:50:50,17.718674054475557
2018-07-05 11:00:50,17.69635110479092
2018-07-05 11:10:50,17.694421043351852
2018-07-05 11:20:50,17.697104264841972
2018-07-05 11:30:50,17.635066716577132
2018-07-05 11:40:50,17.664001391254534
2018-07-05 11:50:50,17.61206443514335
2018-07-05 12:00:50,17.618429373675383
2018-07-05 12:10:50,17.58773484069692
2018-07-05 12:20:50,17.59466740204276
2018-07-05 12:30:50,17.58106771172754
2018-07-05 12:40:50,17.631744953650216
2018-07-05 12:50:50,17.603623372595415
2018-07-05 13:00:50,17.573140889273283
2018-07-05 13:10:50,17.561083004571508
2018-07-05 13:20:50,17.595696768291923
2018-07-05 13:30:50,17.58603349851644
2018-07-05 13:40:50,17.632174883918285
2018-07-05 13:50:50,17.641611096609864
2018-07-05 14:00:50,17.658496925391166
2018-07-05 14:10:50,17.65181989839099
2018-07-05 14:20:50,17.632865280281816
2018-07-05 14:30:50,17.66036756220957
2018-07-05 14:40:50,17.59252293952033
2018-07-05 14:50:50,17.651499728170457
2018-07-05 15:00:50,17.63573490988096
2018-07-05 15:10:50,17.59392340118187
2018-07-05 15:20:50,17.529662522670016
2018-07-05 15:30:50,17.495061175384436
2018-07-05 15:40:50,17.4427179239941
2018-07-05 15:50:50,17.426220685422994
2018-07-05 16:00:50,17.407550162750134
2018-07-05 16:10:50,17.298704814423996
2018-07-05 16:20:50,17.246748329368778
2018-07-05 16:30:50,17.17494761351546
2018-07-05 16:40:50,17.12516254286839
2018-07-05 16:50:50,17.031866069849375
2018-07-05 17:00:50,16.964077003637005
2018-07-05 17:10:50,16.94038405320051
2018-07-05 17:20:50,16.8148813211071
2018-07-05 17:30:50,16.749338915349952
2018-07-05 17:40:50,16.705106858082754
2018-07-05 17:50:50,16.629131564120275
2018-07-05 18:00:50,16.603996773017847
2018-07-05 18:10:50,16.52105944254157
2018-07-05 18:20:50,16.50519123033993
2018-07-05 18:30:50,16.399921631197657
2018-07-05 18:40:50,16.365426431672432
2018-07-05 18:50:50,16.301195915412496
2018-07-05 19:00:50,16.282250968767016
2018-07-05 19:10:50,16.259518976174306
2018-07-05 19:20:50,16.167614444247665
2018-07-05 19:30:50,16.177286268645037
2018-07-05 19:40:50,16.101120415227548
2018-07-05 19:50:50,16.093376274469236
2018-07-05 20:00:50,16.048601761551605
2018-07-05 20:10:50,16.03091720397037
2018-07-05 20:20:50,15.964843454818332
2018-07-05 20:30:50,15.980361354262083
2018-07-05 20:40:50,15.898921216397483
2018-07-05 20:50:50,15.884311195626832
