ds,yhat
2018-07-04 22:00:50,16.371376201063576
2018-07-04 22:10:50,16.325324839651756
2018-07-04 22:20:50,16.27731459004704
2018-07-04 22:30:50,16.22780053236921
2018-07-04 22:40:50,16.177287544307138
2018-07-04 22:50:50,16.126314300880054
2018-07-04 23:00:50,16.075436548309106
2018-07-04 23:10:50,16.025210211095786
2018-07-04 23:20:50,15.97617489156843
2018-07-04 23:30:50,15.928838303791899
2018-07-04 23:40:50,15.88366214925275
2018-07-04 23:50:50,15.84104989031103
2018-07-05 00:00:50,15.801336811651181
2018-07-05 00:10:50,15.764782682364775
2018-07-05 00:20:50,15.731567243298217
2018-07-05 00:30:50,15.701788648613666
2018-07-05 00:40:50,15.67546489237851
2018-07-05 00:50:50,15.652538149978689
2018-07-05 01:00:50,15.632881866925514
2018-07-05 01:10:50,15.616310335210887
2018-07-05 01:20:50,15.602590413268825
2018-07-05 01:30:50,15.59145497256241
2018-07-05 01:40:50,15.582617594664583
2018-07-05 01:50:50,15.575787998143719
2018-07-05 02:00:50,15.57068764740565
2018-07-05 02:10:50,15.567064986125558
2018-07-05 02:20:50,15.56470974595919
2018-07-05 02:30:50,15.563465808242462
2018-07-05 02:40:50,15.56324213929342
2018-07-05 02:50:50,15.564021379787858
2018-07-05 03:00:50,15.565865742010523
2018-07-05 03:10:50,15.568919953916179
2018-07-05 03:20:50,15.573411083478508
2018-07-05 03:30:50,15.579645177660737
2018-07-05 03:40:50,15.588000753752752
2018-07-05 03:50:50,15.59891928482368
2018-07-05 04:00:50,15.612892921239775
2018-07-05 04:10:50,15.630449783765725
2018-07-05 04:20:50,15.652137248016057
2018-07-05 04:30:50,15.678503711882035
2018-07-05 04:40:50,15.710079394917472
2018-07-05 04:50:50,15.74735675913673
2018-07-05 05:00:50,15.790771164048708
2018-07-05 05:10:50,15.840682372129423
2018-07-05 05:20:50,15.897357506568675
2018-07-05 05:30:50,15.960956029009669
2018-07-05 05:40:50,16.031517253578563
2018-07-05 05:50:50,16.108950844693087
2018-07-05 06:00:50,16.19303066451704
2018-07-05 06:10:50,16.28339224044332
2018-07-05 06:20:50,16.379534018396402
2018-07-05 06:30:50,16.480822458840265
2018-07-05 06:40:50,16.586500916627724
2018-07-05 06:50:50,16.695702135177854
