ds,CPU_util,smoothed_CPU
2018-07-02 07:28:30,23,14.171094763249199
2018-07-02 07:35:00,20,14.753985286924282
2018-07-02 07:53:30,26,15.878586758231853
2018-07-02 08:12:10,23,16.590728082408667
2018-07-02 08:19:10,23,17.231655274167803
2018-07-02 08:25:10,23,17.80848974675102
2018-07-02 08:32:20,25,18.52764077207592
2018-07-02 08:36:10,23,18.97487669486833
2018-07-02 08:48:50,21,19.177389025381494
2018-07-02 08:52:00,22,19.459650122843346
2018-07-02 08:57:50,22,19.713685110559013
2018-07-02 09:18:20,25,20.242316599503113
2018-07-02 09:30:20,25,20.718084939552803
2018-07-02 09:32:10,24,21.04627644559752
2018-07-02 09:32:30,26,21.54164880103777
2018-07-02 09:38:40,20,21.387483920933995
2018-07-02 10:07:50,20,21.248735528840594
2018-07-02 10:13:30,24,21.523861975956535
2018-07-02 10:16:10,21,21.47147577836088
2018-07-02 10:16:20,22,21.524328200524792
2018-07-02 10:20:20,22,21.571895380472313
2018-07-02 10:24:10,21,21.51470584242508
2018-07-02 10:29:10,20,21.363235258182574
2018-07-02 11:15:40,21,21.326911732364316
2018-07-02 11:17:30,25,21.694220559127885
2018-07-02 11:30:50,21,21.624798503215096
2018-07-02 12:07:20,24,21.862318652893585
2018-07-02 12:17:20,24,22.076086787604225
2018-07-02 12:27:10,22,22.068478108843802
2018-07-02 12:28:50,22,22.06163029795942
2018-07-02 12:40:10,22,22.05546726816348
2018-07-02 12:52:30,25,22.34992054134713
2018-07-02 12:55:00,22,22.31492848721242
2018-07-02 13:15:00,22,22.28343563849118
2018-07-02 13:38:40,22,22.25509207464206
2018-07-02 14:01:20,26,22.629582867177856
2018-07-02 14:05:00,22,22.56662458046007
2018-07-02 14:13:50,22,22.509962122414063
2018-07-02 14:14:30,26,22.858965910172657
2018-07-02 14:15:20,25,23.07306931915539
2018-07-02 14:22:30,27,23.465762387239852
2018-07-02 14:27:00,23,23.419186148515866
2018-07-02 14:54:20,25,23.57726753366428
2018-07-02 14:59:10,24,23.619540780297854
2018-07-02 15:14:40,22,23.45758670226807
2018-07-02 15:24:30,25,23.611828032041263
2018-07-02 15:27:40,21,23.350645228837138
2018-07-02 15:34:50,21,23.115580705953423
2018-07-02 15:45:20,22,23.00402263535808
2018-07-02 15:48:30,25,23.20362037182227
2018-07-02 16:09:40,19,22.783258334640045
2018-07-02 16:19:40,19,22.40493250117604
2018-07-02 16:24:20,20,22.164439251058436
