ds,yhat
2018-07-04 22:00:50,15.888764401621
2018-07-04 22:10:50,15.814274146824301
2018-07-04 22:20:50,15.742062955570397
2018-07-04 22:30:50,15.673323172008946
2018-07-04 22:40:50,15.609138756393255
2018-07-04 22:50:50,15.550454731519606
2018-07-04 23:00:50,15.498051630445028
2018-07-04 23:10:50,15.452525727209228
2018-07-04 23:20:50,15.414275642480753
2018-07-04 23:30:50,15.383495709157424
2018-07-04 23:40:50,15.360176263787718
2018-07-04 23:50:50,15.344110805643925
2018-07-05 00:00:50,15.334909743297427
2018-07-05 00:10:50,15.332020236674007
2018-07-05 00:20:50,15.334751445278389
2018-07-05 00:30:50,15.342304319038185
2018-07-05 00:40:50,15.35380492106902
2018-07-05 00:50:50,15.368340156474883
2018-07-05 01:00:50,15.384994702612728
2018-07-05 01:10:50,15.40288789510711
2018-07-05 01:20:50,15.421209322699696
2018-07-05 01:30:50,15.439251922966584
2018-07-05 01:40:50,15.456441447965341
2018-07-05 01:50:50,15.47236128198925
2018-07-05 02:00:50,15.486771740695696
2018-07-05 02:10:50,15.499623154722398
2018-07-05 02:20:50,15.511062238641703
2018-07-05 02:30:50,15.521431460709133
2018-07-05 02:40:50,15.531261352585716
2018-07-05 02:50:50,15.541255926368828
2018-07-05 03:00:50,15.552271589711296
2018-07-05 03:10:50,15.565290162274552
2018-07-05 03:20:50,15.581386791969226
2018-07-05 03:30:50,15.601693740724459
2018-07-05 03:40:50,15.627361151200466
2018-07-05 03:50:50,15.659516014415507
2018-07-05 04:00:50,15.699220628754741
2018-07-05 04:10:50,15.74743187233046
2018-07-05 04:20:50,15.804962600176065
2018-07-05 04:30:50,15.872446427943146
2018-07-05 04:40:50,15.950307073108785
2018-07-05 04:50:50,16.03873329722106
2018-07-05 05:00:50,16.137660333528455
2018-07-05 05:10:50,16.246758493610454
2018-07-05 05:20:50,16.36542943636443
2018-07-05 05:30:50,16.492810353413397
2018-07-05 05:40:50,16.627786087324303
2018-07-05 05:50:50,16.769008957116363
2018-07-05 06:00:50,16.914925831865673
2018-07-05 06:10:50,17.0638117679693
2018-07-05 06:20:50,17.213809320138797
2018-07-05 06:30:50,17.362972459090585
2018-07-05 06:40:50,17.509313876195513
2018-07-05 06:50:50,17.65085434565004
2018-07-05 07:00:50,17.7856727378863
2018-07-05 07:10:50,17.91195524622486
2018-07-05 07:20:50,18.02804239742384
2018-07-05 07:30:50,18.132472471150063
2018-07-05 07:40:50,18.224020045949327
2018-07-05 07:50:50,18.301728521336617
2018-07-05 08:00:50,18.364935634868488
2018-07-05 08:10:50,18.413291188184594
2018-07-05 08:20:50,18.446766419716287
2018-07-05 08:30:50,18.465654700083476
2018-07-05 08:40:50,18.47056347688795
2018-07-05 08:50:50,18.462397648675964
2018-07-05 09:00:50,18.442334797917887
2018-07-05 09:10:50,18.411792949698526
2018-07-05 09:20:50,18.372391742156967
2018-07-05 09:30:50,18.325908088324248
2018-07-05 09:40:50,18.27422757163237
2018-07-05 09:50:50,18.219292943494622
2018-07-05 10:00:50,18.163051179092044
2018-07-05 10:10:50,18.10740059056176
2018-07-05 10:20:50,18.05413949867772
2018-07-05 10:30:50,18.004917919511897
2018-07-05 10:40:50,17.96119363693463
2018-07-05 10:50:50,17.92419390573772
2018-07-05 11:00:50,17.894883866609913
2018-07-05 11:10:50,17.873942560480653
2018-07-05 11:20:50,17.861747208221946
2018-07-05 11:30:50,17.858366182533423
2018-07-05 11:40:50,17.863560845702455
2018-07-05 11:50:50,17.876796169887992
2018-07-05 12:00:50,17.89725980163301
2018-07-05 12:10:50,17.923888987874943
2018-07-05 12:20:50,17.955404553345073
2018-07-05 12:30:50,17.990350916575615
2018-07-05 12:40:50,18.027140958199666
2018-07-05 12:50:50,18.06410441796386
2018-07-05 13:00:50,18.099538397860396
2018-07-05 13:10:50,18.131758492546734
2018-07-05 13:20:50,18.15914905463679
2018-07-05 13:30:50,18.18021113455796
2018-07-05 13:40:50,18.193606707433123
2018-07-05 13:50:50,18.198197914972372
2018-07-05 14:00:50,18.193080201717244
2018-07-05 14:10:50,18.177608409330446
2018-07-05 14:20:50,18.15141510419038
2018-07-05 14:30:50,18.11442064556763
2018-07-05 14:40:50,18.066834746833074
2018-07-05 14:50:50,18.009149535280258
2018-07-05 15:00:50,17.942124366004883
2018-07-05 15:10:50,17.866762888023715
2018-07-05 15:20:50,17.784283087295865
2018-07-05 15:30:50,17.696081235030135
2018-07-05 15:40:50,17.603690845559715
2018-07-05 15:50:50,17.508737888424964
2018-07-05 16:00:50,17.412893605430174
2018-07-05 16:10:50,17.317826344147356
2018-07-05 16:20:50,17.22515384262542
2018-07-05 16:30:50,17.13639737574475
2018-07-05 16:40:50,17.052939110639283
2018-07-05 16:50:50,16.975983914114725
2018-07-05 17:00:50,16.906526714169157
2018-07-05 17:10:50,16.845326344669058
2018-07-05 17:20:50,16.792886601451507
2018-07-05 17:30:50,16.74944501879772
2018-07-05 17:40:50,16.714969638539564
2018-07-05 17:50:50,16.689163804161556
2018-07-05 18:00:50,16.67147876929127
2018-07-05 18:10:50,16.661133677673114
2018-07-05 18:20:50,16.65714225253008
2018-07-05 18:30:50,16.658345335607326
2018-07-05 18:40:50,16.6634482463411
2018-07-05 18:50:50,16.671061793543338
2018-07-05 19:00:50,16.67974567012412
2018-07-05 19:10:50,16.688052899318617
2018-07-05 19:20:50,16.69457397895994
2018-07-05 19:30:50,16.69797939049383
2018-07-05 19:40:50,16.69705919967558
2018-07-05 19:50:50,16.690758574885642
2018-07-05 20:00:50,16.678208183371684
2018-07-05 20:10:50,16.65874859094126
2018-07-05 20:20:50,16.6319479817559
2018-07-05 20:30:50,16.597612726238758
2018-07-05 20:40:50,16.555790548511947
2018-07-05 20:50:50,16.50676627673302
2018-07-05 21:00:50,16.45105038776897
2018-07-05 21:10:50,16.3893607810452
2018-07-05 21:20:50,16.322598422190637
2018-07-05 21:30:50,16.25181768413151
