ds,yhat_upper
2018-07-05 10:30:50,18.655456087530066
2018-07-05 10:40:50,18.63446783466412
2018-07-05 10:50:50,18.64517518136448
2018-07-05 11:00:50,18.653177287539627
2018-07-05 11:10:50,18.636593456617213
2018-07-05 11:20:50,18.654844929728107
2018-07-05 11:30:50,18.631324840144945
2018-07-05 11:40:50,18.60741331779991
2018-07-05 11:50:50,18.613293826694324
2018-07-05 12:00:50,18.634448641083882
2018-07-05 12:10:50,18.64647343559854
2018-07-05 12:20:50,18.6498842129437
2018-07-05 12:30:50,18.668815568118518
2018-07-05 12:40:50,18.705378205857585
2018-07-05 12:50:50,18.729158399320756
2018-07-05 13:00:50,18.75469805999045
2018-07-05 13:10:50,18.756358441907306
2018-07-05 13:20:50,18.76296337108312
2018-07-05 13:30:50,18.815013973583145
2018-07-05 13:40:50,18.83509030314728
2018-07-05 13:50:50,18.903543278559244
2018-07-05 14:00:50,18.873702525098082
2018-07-05 14:10:50,18.90836950796749
2018-07-05 14:20:50,18.93259414266569
2018-07-05 14:30:50,18.94642496524202
2018-07-05 14:40:50,18.9488235004033
2018-07-05 14:50:50,18.920963996050954
2018-07-05 15:00:50,18.914005742383388
2018-07-05 15:10:50,18.994971359543808
2018-07-05 15:20:50,18.955466774127814
2018-07-05 15:30:50,18.94306488020992
2018-07-05 15:40:50,18.90547784157135
2018-07-05 15:50:50,18.89122664041656
2018-07-05 16:00:50,18.87747932160369
2018-07-05 16:10:50,18.802872634370427
2018-07-05 16:20:50,18.767816831863822
2018-07-05 16:30:50,18.738876621741966
2018-07-05 16:40:50,18.694851815010036
2018-07-05 16:50:50,18.641175554244434
2018-07-05 17:00:50,18.60344110234833
2018-07-05 17:10:50,18.564421319211654
2018-07-05 17:20:50,18.46336797933357
2018-07-05 17:30:50,18.459780018111022
2018-07-05 17:40:50,18.41238015175468
2018-07-05 17:50:50,18.368631153774928
2018-07-05 18:00:50,18.3504260033818
2018-07-05 18:10:50,18.30262876121956
2018-07-05 18:20:50,18.25094629264748
2018-07-05 18:30:50,18.19171161402152
2018-07-05 18:40:50,18.203229416688
2018-07-05 18:50:50,18.14605076255165
2018-07-05 19:00:50,18.180454490836105
2018-07-05 19:10:50,18.133643623392004
2018-07-05 19:20:50,18.060381500785816
2018-07-05 19:30:50,18.124829229044096
2018-07-05 19:40:50,18.111964990021832
2018-07-05 19:50:50,18.12207077400109
2018-07-05 20:00:50,18.08463502750424
2018-07-05 20:10:50,18.098251176807644
2018-07-05 20:20:50,18.03848646325222
2018-07-05 20:30:50,18.049528240819825
2018-07-05 20:40:50,18.029842366243287
2018-07-05 20:50:50,18.046762909801735
2018-07-05 21:00:50,18.031057656902757
2018-07-05 21:10:50,18.013432123621822
2018-07-05 21:20:50,18.007549891339462
2018-07-05 21:30:50,17.979210177372558
2018-07-05 21:40:50,17.94566676912724
2018-07-05 21:50:50,17.900269693472385
