ds,yhat_lower
2018-07-05 09:03:30,20.113993006688418
2018-07-05 09:13:30,20.489608874956268
2018-07-05 09:23:30,20.811090913759756
2018-07-05 09:33:30,21.161887355588032
2018-07-05 09:43:30,21.325428627316278
2018-07-05 09:53:30,21.50976683003879
2018-07-05 10:03:30,21.713219258535275
2018-07-05 10:13:30,21.874380109024834
2018-07-05 10:23:30,21.90987027062352
2018-07-05 10:33:30,22.084610925447734
2018-07-05 10:43:30,22.00425576691512
2018-07-05 10:53:30,22.172065754711937
2018-07-05 11:03:30,22.215425646088665
2018-07-05 11:13:30,22.30121209185304
2018-07-05 11:23:30,22.320045184631354
2018-07-05 11:33:30,22.40525555858559
2018-07-05 11:43:30,22.45600152877032
2018-07-05 11:53:30,22.64059640042693
2018-07-05 12:03:30,22.608380850585945
2018-07-05 12:13:30,22.892354173628725
2018-07-05 12:23:30,23.006584678054406
2018-07-05 12:33:30,23.04124604014341
2018-07-05 12:43:30,23.326072779664656
2018-07-05 12:53:30,23.419231743182966
2018-07-05 13:03:30,23.63607383843571
2018-07-05 13:13:30,23.788560528326677
2018-07-05 13:23:30,23.994110243885434
2018-07-05 13:33:30,24.161277916373958
2018-07-05 13:43:30,24.302543198867575
2018-07-05 13:53:30,24.369325919062703
2018-07-05 14:03:30,24.50747501390814
2018-07-05 14:13:30,24.5406463128839
2018-07-05 14:23:30,24.61217339362486
2018-07-05 14:33:30,24.582535343004892
2018-07-05 14:43:30,24.486386057902937
2018-07-05 14:53:30,24.50544723799621
2018-07-05 15:03:30,24.281946538787057
2018-07-05 15:13:30,24.146652745956594
2018-07-05 15:23:30,24.01445709544208
2018-07-05 15:33:30,23.763052702905302
2018-07-05 15:43:30,23.492646831342277
2018-07-05 15:53:30,23.22712771263339
2018-07-05 16:03:30,23.051767761747087
2018-07-05 16:13:30,22.63869097967843
2018-07-05 16:23:30,22.455892484506354
2018-07-05 16:33:30,22.118367111157436
2018-07-05 16:43:30,21.80527878048955
2018-07-05 16:53:30,21.633768411102135
2018-07-05 17:03:30,21.378284559070675
2018-07-05 17:13:30,21.06925758385222
2018-07-05 17:23:30,20.92880772685784
2018-07-05 17:33:30,20.813667651955207
2018-07-05 17:43:30,20.623219686643523
2018-07-05 17:53:30,20.52186044897684
2018-07-05 18:03:30,20.498905689061246
2018-07-05 18:13:30,20.452501106936765
2018-07-05 18:23:30,20.470041175247886
2018-07-05 18:33:30,20.400014969051583
2018-07-05 18:43:30,20.40175094814299
2018-07-05 18:53:30,20.529643860582663
2018-07-05 19:03:30,20.474471716229722
2018-07-05 19:13:30,20.54052455345255
2018-07-05 19:23:30,20.62254361981818
2018-07-05 19:33:30,20.73121753908174
2018-07-05 19:43:30,20.572940363816798
2018-07-05 19:53:30,20.530615523756275
2018-07-05 20:03:30,20.389936487202416
2018-07-05 20:13:30,20.33424975035559
2018-07-05 20:23:30,20.22172930356963
2018-07-05 20:33:30,20.050897377823507
2018-07-05 20:43:30,19.745359666874833
2018-07-05 20:53:30,19.433651978823313
2018-07-05 21:03:30,19.111723565355287
2018-07-05 21:13:30,18.718625826744255
2018-07-05 21:23:30,18.257993372760023
2018-07-05 21:33:30,17.845812887501918
2018-07-05 21:43:30,17.331941043308838
2018-07-05 21:53:30,16.609563740646074
2018-07-05 22:03:30,16.097393041883866
2018-07-05 22:13:30,15.55265252324485
2018-07-05 22:23:30,14.953374098335974
2018-07-05 22:33:30,14.252024554000519
2018-07-05 22:43:30,13.656818668001613
2018-07-05 22:53:30,13.125338862003357
2018-07-05 23:03:30,12.350202072779993
2018-07-05 23:13:30,11.897239250879222
2018-07-05 23:23:30,11.365186753369533
2018-07-05 23:33:30,10.668815195587309
2018-07-05 23:43:30,10.221825820720698
2018-07-05 23:53:30,9.90256349818358
