ds,yhat_lower
2018-07-05 00:03:30,9.495406152439465
2018-07-05 00:13:30,9.125550539922267
2018-07-05 00:23:30,8.769046261904451
2018-07-05 00:33:30,8.530522164774569
2018-07-05 00:43:30,8.2642468744727
2018-07-05 00:53:30,7.883728547268582
2018-07-05 01:03:30,7.870717721618663
2018-07-05 01:13:30,7.664169674804509
2018-07-05 01:23:30,7.400105159697707
2018-07-05 01:33:30,7.335253366245204
2018-07-05 01:43:30,7.217832738090775
2018-07-05 01:53:30,7.026240491569884
2018-07-05 02:03:30,7.069813340096515
2018-07-05 02:13:30,6.976812158233643
2018-07-05 02:23:30,6.897475376392322
2018-07-05 02:33:30,6.730368593033365
2018-07-05 02:43:30,6.761736097427891
2018-07-05 02:53:30,6.60176229027684
2018-07-05 03:03:30,6.5040948920086175
2018-07-05 03:13:30,6.3746786282713
2018-07-05 03:23:30,6.324898864440362
2018-07-05 03:33:30,6.237922825372884
2018-07-05 03:43:30,6.156160067157363
2018-07-05 03:53:30,6.029756051846783
2018-07-05 04:03:30,6.023060598347805
2018-07-05 04:13:30,6.0066820142108295
2018-07-05 04:23:30,5.898021297859141
2018-07-05 04:33:30,5.869414336061193
2018-07-05 04:43:30,6.024649203505619
2018-07-05 04:53:30,6.176011077918521
2018-07-05 05:03:30,6.266065092755136
2018-07-05 05:13:30,6.517248646679069
2018-07-05 05:23:30,6.854091867266112
2018-07-05 05:33:30,7.086429019816459
2018-07-05 05:43:30,7.452288343731481
2018-07-05 05:53:30,7.914963630191344
2018-07-05 06:03:30,8.559198224860646
2018-07-05 06:13:30,9.059438578678133
2018-07-05 06:23:30,9.526586455310301
2018-07-05 06:33:30,10.32054399015222
2018-07-05 06:43:30,10.989935404477185
2018-07-05 06:53:30,11.658353494564771
2018-07-05 07:03:30,12.360011475268125
2018-07-05 07:13:30,13.196098764131895
2018-07-05 07:23:30,13.935772883533863
2018-07-05 07:33:30,14.577808703801718
2018-07-05 07:43:30,15.401810480637787
2018-07-05 07:53:30,15.958897348823513
2018-07-05 08:03:30,16.799779658807026
2018-07-05 08:13:30,17.4358248938994
2018-07-05 08:23:30,17.98594425952185
2018-07-05 08:33:30,18.69584568811949
2018-07-05 08:43:30,19.18957856199587
2018-07-05 08:53:30,19.675735429723602
