ds,CPU_util,smoothed_CPU
2018-06-28 21:53:50,15,15.0
2018-06-28 22:07:30,16,15.526315789473685
2018-06-28 22:24:50,15,15.332103321033209
2018-06-28 22:26:40,16,15.526315789473683
2018-06-28 22:44:40,15,15.397792483700028
2018-06-28 22:59:10,16,15.52631578947368
2018-06-28 23:03:40,15,15.425431629599284
2018-06-28 23:04:30,15,15.350733273847146
2018-06-28 23:08:00,15,15.293478131037261
2018-06-28 23:14:00,15,15.248419261639123
2018-06-28 23:14:20,15,15.212216536819474
2018-06-28 23:15:30,15,15.182642223548724
2018-06-28 23:31:00,15,15.158153226790999
2018-06-28 23:43:00,15,15.137646659205796
2018-06-28 23:43:20,15,15.120313184569142
2018-06-29 00:09:10,15,15.105545358042246
2018-06-29 00:17:10,15,15.092878316744887
2018-06-29 00:20:40,15,15.081950239266835
2018-06-29 00:45:20,15,15.07247529022078
2018-06-29 00:47:30,15,15.064224679555716
2018-06-29 01:05:10,16,15.169299378996222
2018-06-29 01:12:10,17,15.372366944017635
2018-06-29 02:20:30,16,15.441233883880846
2018-06-29 02:33:10,15,15.393285851496966
2018-06-29 02:40:50,15,15.350915507907178
2018-06-29 02:42:30,15,15.313400052843694
2018-06-29 02:51:30,15,15.280125118901811
2018-06-29 02:56:30,15,15.250565617502554
2018-06-29 02:59:50,15,15.224270522958198
2018-06-29 03:04:10,16,15.305277448045128
2018-06-29 03:04:50,15,15.273538809349882
2018-06-29 03:31:30,15,15.245212285136112
2018-06-29 03:40:40,15,15.21990910865328
2018-06-29 03:43:10,17,15.40301077494291
2018-06-29 03:49:00,16,15.464242420761732
2018-06-29 04:08:40,16,15.519052972698878
2018-06-29 04:20:10,17,15.670212519834605
2018-06-29 04:38:30,16,15.703804249862682
2018-06-29 04:40:10,17,15.835588138466433
2018-06-29 04:57:00,15,15.75077572222332
2018-06-29 05:07:20,15,15.674685943297176
2018-06-29 05:28:20,16,15.707611551309277
2018-06-29 05:38:10,16,15.737168884233826
2018-06-29 05:46:40,16,15.763709378552099
2018-06-29 05:48:20,15,15.686666008974047
2018-06-29 05:53:40,16,15.718247485858347
2018-06-29 05:56:50,16,15.746623344676715
2018-06-29 05:59:50,16,15.772123258137169
2018-06-29 06:00:40,16,15.795042175599672
2018-06-29 06:19:20,17,15.916162183332672
2018-06-29 06:41:30,21,16.426915039867573
2018-06-29 06:56:00,17,16.484463776414636
2018-06-29 07:03:20,19,16.736966075698668
2018-06-29 07:10:30,18,16.8636979984275
2018-06-29 07:24:10,20,17.178285568062403
2018-06-29 07:31:00,18,17.26068269099797
2018-06-29 07:48:10,18,17.334797116529245
2018-06-29 07:49:20,18,17.401465310346648
2018-06-29 07:59:10,19,17.561638593801025
2018-06-29 08:12:30,18,17.605553650229645
2018-06-29 08:23:20,18,17.645062182722523
2018-06-29 08:26:20,18,17.680607703740854
2018-06-29 08:40:20,18,17.712588829297136
2018-06-29 08:45:10,19,17.841481913693006
2018-06-29 08:54:30,18,17.85735056080877
2018-06-29 08:54:40,18,17.871629140842515
2018-06-29 09:09:50,18,17.884477269782337
2018-06-29 09:15:50,18,17.896038486029294
2018-06-29 09:33:40,19,18.006511548618885
2018-06-29 09:40:40,18,18.005859985501395
2018-06-29 09:47:40,18,18.005273656307985
2018-06-29 10:01:10,18,18.00474602288804
2018-06-29 10:06:10,18,18.004271203713277
2018-06-29 10:30:40,18,18.00384390768127
2018-06-29 10:40:30,17,17.903422362097626
2018-06-29 10:44:40,18,17.913083342894346
2018-06-29 10:44:50,18,17.92177761419693
2018-06-29 10:48:00,18,17.929601963173205
2018-06-29 10:49:30,19,18.036667757017923
2018-06-29 11:21:50,17,17.932978327819878
2018-06-29 11:22:50,17,17.839662146552406
2018-06-29 11:23:20,17,17.755681070240968
2018-06-29 11:29:30,19,17.880132784381388
2018-06-29 11:41:40,18,17.892121224379665
2018-06-29 11:48:40,18,17.902910493833065
2018-06-29 12:16:20,18,17.912620571851058
2018-06-29 12:21:10,18,17.921359427838617
2018-06-29 12:25:20,18,17.929224224708296
2018-06-29 12:51:00,18,17.93630240134494
2018-06-29 13:15:20,19,18.042680264793972
2018-06-29 13:16:50,18,18.03841194568027
2018-06-29 13:17:40,18,18.034570514081885
2018-06-29 13:21:50,18,18.031113270681608
2018-06-29 13:31:20,18,18.02800178810168
2018-06-29 14:00:00,18,18.025201483328306
2018-06-29 14:12:00,18,18.02268123296625
2018-06-29 14:31:20,17,17.920409383354958
2018-06-29 14:37:10,18,17.928368706020382
2018-06-29 14:42:00,17,17.83552909547398
2018-06-29 15:16:00,17,17.751973966585474
2018-06-29 15:32:10,18,17.776777162853758
2018-06-29 15:59:10,17,17.699097775317092
2018-06-29 16:04:00,17,17.62918664407799
2018-06-29 16:06:20,17,17.566266883171682
2018-06-29 16:19:40,18,17.609640875142635
2018-06-29 16:46:20,16,17.448674515456794
2018-06-29 16:46:30,16,17.303805223457623
2018-06-29 17:13:30,17,17.27342435374273
2018-06-29 17:52:40,16,17.146080607946534
2018-06-29 17:56:20,16,17.03147148571243
2018-06-29 18:02:40,17,17.028324310908705
2018-06-29 18:17:30,17,17.02549185856956
2018-06-29 18:18:10,18,17.122943330661208
2018-06-29 18:31:10,18,17.2106495305327
2018-06-29 18:55:00,17,17.1895844622797
2018-06-29 19:03:10,17,17.170625922740058
2018-06-29 19:15:00,17,17.153563254883675
2018-06-29 19:17:50,17,17.13820686817364
2018-06-29 19:44:10,17,17.12438613176677
2018-06-29 20:01:00,17,17.11194747842262
2018-06-29 20:05:50,17,17.10075269804473
2018-06-29 20:41:00,17,17.090677401886413
2018-06-29 20:53:00,16,16.98160940493858
2018-06-29 20:53:40,16,16.883448256469883
2018-06-29 20:58:00,16,16.795103262363348
2018-06-29 21:18:30,16,16.715592799674834
2018-06-29 22:00:30,16,16.644033409181127
2018-06-29 22:49:30,15,16.479629839728155
2018-06-29 22:50:40,15,16.33166667064216
2018-06-29 22:55:00,15,16.198499853636307
2018-06-29 22:57:00,15,16.078649746819977
2018-06-29 23:09:10,16,16.070784764964845
2018-06-29 23:09:40,17,16.16370636474129
2018-06-29 23:10:10,16,16.14733571617338
2018-06-29 23:14:40,15,16.032602068272723
2018-06-29 23:29:40,17,16.129341919333203
2018-06-29 23:30:00,15,16.016407666579454
2018-06-29 23:30:10,16,16.01476689912624
2018-06-29 23:47:30,15,15.913290164947107
2018-06-30 00:51:20,16,15.921961151856634
2018-06-30 00:55:40,16,15.929765039428403
2018-06-30 01:22:50,16,15.936788537719082
2018-06-30 01:55:40,15,15.843109657135708
2018-06-30 02:06:00,15,15.758798669704852
2018-06-30 02:06:40,15,15.682918785143366
2018-06-30 02:16:40,15,15.61462689238032
2018-06-30 03:01:20,15,15.553164191600834
2018-06-30 03:16:50,14,15.397847746191987
2018-06-30 03:41:50,15,15.358062965521457
2018-06-30 03:42:40,15,15.322256664067734
2018-06-30 03:47:20,15,15.290030993690682
2018-06-30 04:05:50,16,15.3610279021939
2018-06-30 04:19:00,16,15.424925118351062
2018-06-30 04:24:30,15,15.382432602699513
2018-06-30 04:31:40,16,15.444189347421547
2018-06-30 04:32:20,16,15.499770416722901
2018-06-30 04:50:40,16,15.549793378325854
2018-06-30 04:52:20,15,15.494814037253484
2018-06-30 05:36:10,16,15.545332636207366
2018-06-30 05:55:50,16,15.590799374756806
2018-06-30 05:58:30,16,15.631719439038969
2018-06-30 06:32:50,16,15.668547496558926
2018-06-30 07:04:00,19,16.001692758495146
2018-06-30 07:06:40,19,16.301523492035244
2018-06-30 07:18:40,18,16.471371147618832
2018-06-30 07:21:30,18,16.62423403673451
2018-06-30 07:32:40,18,16.761810636201883
2018-06-30 07:47:50,17,16.785629573071095
2018-06-30 08:01:50,19,17.0070666198588
2018-06-30 08:25:20,18,17.10635995952544
2018-06-30 08:25:50,18,17.195723964911437
2018-06-30 08:31:50,17,17.176151568156442
2018-06-30 09:02:00,18,17.25853641234034
2018-06-30 09:07:10,19,17.432682773007873
2018-06-30 09:16:50,17,17.38941449528187
2018-06-30 09:17:10,18,17.450473046293723
2018-06-30 09:40:00,17,17.405425741305766
2018-06-30 09:46:40,17,17.364883166884734
2018-06-30 09:47:50,17,17.328394849960993
2018-06-30 09:50:50,18,17.395555365354625
2018-06-30 09:55:00,17,17.355999828612575
2018-06-30 10:00:50,17,17.32039984558398
2018-06-30 10:10:40,17,17.288359860890044
2018-06-30 10:20:00,17,17.25952387469125
2018-06-30 10:27:50,17,17.233571487133197
2018-06-30 10:46:00,17,17.210214338347846
2018-06-30 10:54:10,18,17.28919290473227
2018-06-30 11:00:50,17,17.260273614186804
2018-06-30 11:08:50,18,17.33424625293443
2018-06-30 11:13:50,17,17.300821627573356
2018-06-30 11:18:10,18,17.370739464943345
2018-06-30 11:58:30,18,17.433665518552143
2018-06-30 12:06:30,18,17.490298966780465
